insert;seq;offset;largura;coluna;ref_notice;formato;nome_notice;ancora_spool;confianca;oraculo;exemplos;expressao_spool
1;111;2613;19;P1_22_34;P1 22.34;NUM;Montant du capital théorique restant dû;;MEDIA;ok;+000000000000000000 / +000000000000005814;pack_utilitaire.F_FORMAT_MONTANT_BIS2( CASE WHEN C_ENR.CAP_THEO_REST<0
1;112;2632;3;P1_22_35;P1 22.35;ALPHA;Devise du montant du capital théorique restan;;MEDIA;ok;EUR;RPAD(nvl(C_ENR.DEVI_CAP_THEO_REST,' '),3)
1;113;2635;1;P1_22_36;P1 22.36;ALPHA;Option de remboursement anticipé;;MEDIA;ok;3;RPAD(NVL(C_ENR.IND_RMB_ANTICIPE,' '),1,' ')
1;114;2636;8;P1_22_37;P1 22.37;DATE;Date du premier arriéré de paiement;P1 22.37;ALTA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.dt_exigte_prem_impy, 'YYYYMMDD'), ' '), 8)
1;115;2644;8;P1_22_38;P1 22.38;DATE;Date de passage de l'encours en douteux compr;P1 22.38;ALTA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.DT_PASSAGE_DOUTEUX_COMPROMIS, 'YYYYMMDD'), ' ')
1;;2652;19;P1_22_39;P1 22.39;NUM;Montant de l'encours en douteux compromis;P1 22.39;FILLER;vazio;;RPAD(' ', 19)
1;;2671;3;P1_22_40;P1 22.40;ALPHA;Devise du montant de l'encours en douteux com;P1 22.40;FILLER;vazio;;RPAD(' ', 3)
1;;2674;8;P1_22_41;P1 22.41;DATE;Date de déchéance du terme;P1 22.41;FILLER;vazio;;RPAD(' ', 8)
1;;2682;10;P1_22_42;P1 22.42;NUM;Loan-to-value ratio (LTV) local à l'octroi;P1 22.42;FILLER;vazio;;RPAD(' ', 10)
1;;2692;10;P1_22_43;P1 22.43;NUM;Loan-to-value ratio (LTV) local revalorisé;P1 22.43;FILLER;vazio;;RPAD(' ', 10)
1;116;2702;19;P1_22_44;P1 22.44;NUM;Montant à l'acquisition du bien financé;P1 22.44;ALTA;ok;+000000000000000000 / +000000000021146523;pack_utilitaire.f_format_montant_bis2(nvl((C_ENR.MNT_ACQUISITION),0))
1;117;2721;3;P1_22_45;P1 22.45;ALPHA;Devise du montant à l'acquisition du bien fin;P1 22.45;ALTA;ok;EUR;RPAD('EUR', 3)
1;;2724;8;P1_22_46;P1 22.46;DATE;Date de revalorisation du bien;P1 22.46;FILLER;vazio;;RPAD(' ', 8)
1;;2732;19;P1_22_47;P1 22.47;NUM;Montant revalorisé du bien financé;P1 22.47;FILLER;vazio;;RPAD(' ', 19)
1;;2751;3;P1_22_48;P1 22.48;ALPHA;Devise du montant revalorisé du bien financé;P1 22.48;FILLER;vazio;;RPAD(' ', 3)
1;;2754;10;P1_22_49;P1 22.49;NUM;Loan-to-income ratio (LTI) local à l'octroi;P1 22.49;FILLER;vazio;;RPAD(' ', 10)
1;;2764;10;P1_22_50;P1 22.50;NUM;Loan-to-income ratio (LTI) local revalorisé;P1 22.50;FILLER;vazio;;RPAD(' ', 10)
1;118;2774;8;P1_22_58;P1 22.58;DATE;Date de début de palier;;MEDIA;ok;20130207 / 20131231;RPAD(NVL(TO_CHAR(C_ENR.DATE_DEB_PALL, 'YYYYMMDD'), ' '), 8)
1;119;2782;8;P1_22_59;P1 22.59;DATE;Date de fin de palier;;MEDIA;ok;20250331 / 20250614;RPAD(NVL(TO_CHAR(C_ENR.DATE_FIN_PALL, 'YYYYMMDD'), ' '), 8)
1;120;2790;19;P1_22_60;P1 22.60;NUM;Montant de l'échéance en cours;P1 22.60;ALTA;ok;+000000000000000000 / +000000000000007500;pack_utilitaire.F_FORMAT_MONTANT_NEGATIF_19(C_ENR.MNT_ECH_EN_COURS)
1;121;2809;3;P1_22_61;P1 22.61;ALPHA;Devise du montant de l'échéance en cours;;MEDIA;ok;EUR;RPAD(nvl(C_ENR.DEVI_MNT_ECH_EN_COURS,' '),3)
1;122;2812;1;P1_22_62;P1 22.62;ALPHA;Indicateur pré / post fixé;;MEDIA;ok;E;RPAD(nvl(C_ENR.IND_PRE_POST_FIX,' '),1)
1;123;2813;8;P1_22_63;P1 22.63;DATE;Date de début de l'engagement renouvelé;P1 22.63;ALTA;ok;20170131 / 20200508;RPAD(NVL(TO_CHAR(C_ENR.DATE_DEB_ENG_RENVL,'YYYYMMDD'),' '), 8)
1;;2821;12;P1_22_64;P1 22.64;ALPHA;Type de prêt habitat;;FILLER;vazio;;RPAD (' ', 12)
1;124;2833;2;P1_22_66;P1 22.66;ALPHA;Pays de juridiction du contrat;;MEDIA;ok;FR;RPAD(nvl(C_ENR.CD_PAYS_JURIDICTION, ' '), 2)
1;125;2835;8;P1_22_67;P1 22.67;DATE;Date de signature du contrat initial;;MEDIA;ok;20081203 / 20120130;RPAD(NVL(TO_CHAR(C_ENR.DT_SIGNATURE, 'YYYYMMDD'), ' '), 8)
1;;2843;3;P1_22_68;P1 22.68;ALPHA;Evénement déclencheur de la garantie;;FILLER;vazio;;RPAD (' ', 3)
1;126;2846;5;P1_22_70;P1 22.70;ALPHA;Nombre de jours de retard de paiement;;MEDIA;ok;00000;LPAD(NVL(to_char(C_ENR.NB_JOURS_RETARD), ' '),5,'0')
1;127;2851;3;P1_22_71;P1 22.71;ALPHA;Motif du passage en engagement en défaut;;MEDIA;ok;060 / 200;CASE WHEN C_ENR.CD_MOTIF_SCO_LC0267 is NULL then RPAD(' ', 3) ELSE LPA
1;128;2854;2;P1_22_72;P1 22.72;ALPHA;Bucket IFRS9;;MEDIA;ok;B1 / B2;RPAD(nvl(C_ENR.BUCKET_IFRS9,' '),2)
1;;2856;20;P1_22_73;P1 22.73;NUM;Probabilité de défaut à l'origine calculée en;;FILLER;vazio;;RPAD (' ', 20)
1;129;2876;1;P1_23_1;P1 23.1;ALPHA;Eligibilité Outil Mutualisé de provisionnemen;P1 23.1;ALTA;ok;2 / 4;RPAD(nvl(C_ENR.ELI_OUT_MUT_PROV,' '),1)
1;130;2877;7;P1_23_2;P1 23.2;ALPHA;Centre de résultat;;MEDIA;ok;LEASING;RPAD(nvl(C_ENR.CENTRE_RES,' '),7)
1;131;2884;20;P1_23_3;P1 23.3;ALPHA;Système de gestion source;;MEDIA;ok;KSP                  / LIX                 ;RPAD(nvl(C_ENR.SYS_GEST_SRC,' '),20)
1;132;2904;3;P1_23_4;P1 23.4;ALPHA;Classification comptable des actifs en norme ;;MEDIA;ok;CAM;RPAD(nvl(C_ENR.CLA_COMP_ACT_IFRS9,' '),3)
1;133;2907;3;P1_23_5;P1 23.5;ALPHA;Classification comptable des actifs en norme ;;MEDIA;ok;PRC;RPAD(nvl(C_ENR.CLA_COMP_ACT_NATIONALE,' '),3)
1;134;2910;1;P1_23_6;P1 23.6;ALPHA;Indicateur Actif déprécié dès l'origination;;MEDIA;ok;N;RPAD(nvl(C_ENR.IND_ACT_DEP_ORI,' '),1)
1;135;2911;40;P1_23_7;P1 23.7;ALPHA;Zone libre d'appariement comptable;;MEDIA;ok;A5171100_040_00370_CRBA                  / A5231100_022_00370_CREN                 ;RPAD(C_ENR.PCCO_MNT_CRD || nvl(C_ENR.ZONE_APP_COMP,' '),40)
1;;2951;10;P1_23_12;P1 23.12;ALPHA;Zone OMP locale 1;;FILLER;vazio;;RPAD (' ', 10)
1;136;2961;12;P1_23_8;P1 23.8;ALPHA;Code méthode IFRS9 - PD;P1 23.8;ALTA;vazio;;RPAD (nvl(C_ENR.CD_METH_IFRS9_PD,' '), 12)
1;137;2973;12;P1_23_9;P1 23.9;ALPHA;Code méthode IFRS9 - Loss Given Default (LGD);;MEDIA;ok;DEFAUTLGD    / LGCBI_GAR0  ;RPAD (nvl(C_ENR.CD_METH_IFRS9_LGD,' '), 12)
1;138;2985;12;P1_23_10;P1 23.10;ALPHA;Code méthode IFRS9 - CCF;;MEDIA;ok;CCCALL0010   / CCCALL0020  ;RPAD (nvl(C_ENR.CD_METH_IFRS9_CCF,' '), 12)
1;139;2997;12;P1_23_11;P1 23.11;ALPHA;Code méthode IFRS9 - Taux de remboursement an;;MEDIA;ok;RACBI0001    / RACBM0001   ;RPAD (nvl(C_ENR.CD_METH_IFRS9_TX,' '), 12)
1;;3009;2;P1_23_99;P1 23.99;ALPHA;Filler;;FILLER;vazio;;RPAD (' ', 2)
1;140;3011;1;P1_24_1;P1 24.1;ALPHA;Eligibilité Prudent Valuation;;MEDIA;ok;N;RPAD(NVL(C_ENR.ELIGIB_PRUDENT_VAL,' '),1,' ')
1;;3012;471;P1_24_2;P1 24.2;ALPHA;Motif d'exemption déclaré à l'ajustement à la;;FILLER;vazio;;RPAD (' ', 471)
1;;3483;178;P1_25_1;P1 25.1;NUM;Montant Add-on CAD;P1 25;FILLER;vazio;;RPAD (' ', 178)
1;141;3661;1;P1_26_1;P1 26.1;ALPHA;Indicateur mobilisation de l'actif;;MEDIA;ok;1 / 3;RPAD(NVL(C_ENR.IND_MOBIL_ACTIF,' '),1,' ')
1;142;3662;1;P1_22_11;P1 22.11;ALPHA;Indicateur éligibilité de l'actif à une mobil;;MEDIA;ok;N / Y;RPAD(NVL(C_ENR.ELIG_MOB_BANQUE_CENTRALE, ' '), 1)
1;143;3663;3;P1_26_3;P1 26.3;ALPHA;Référence de mobilisation de l'actif;;MEDIA;ok;1  ;RPAD(NVL(C_ENR.REF_MOB_ACTIF, ' '), 3)
1;144;3666;3;P1_26_4;P1 26.4;ALPHA;Code organisme de mobilisation;;MEDIA;ok;404;RPAD(NVL(C_ENR.CD_ORGA_MOBIL, ' '), 3)
1;;3669;44;P1_26_99;P1 26.99;ALPHA;Zone réservée Asset Encumbrance;;FILLER;vazio;;RPAD (' ', 44)
1;;3713;22;P1_27_1;P1 27.1;NUM;Montant cumulé des recouvrements depuis le dé;;FILLER;vazio;;RPAD (' ', 22)
1;145;3735;1;P1_27_3;P1 27.3;ALPHA;Eligibilité Outil Central ANACREDIT;;MEDIA;ok;1 / 2;RPAD(NVL(C_ENR.IND_ELIGI_OUTI_CTRAL_ANACRD, '2'), 1)
1;146;3736;2;P1_27_4;P1 27.4;ALPHA;Motif exclusion à la déclaration ANACREDIT;;MEDIA;ok;02;RPAD(NVL(C_ENR.MOTIF_EXCLU_ANACREDIT, ' '), 2)
1;;3738;23;P1_27_99;P1 27.99;ALPHA;Filler;;FILLER;vazio;;RPAD (' ', 23)
1;147;3761;1;P1_28_1;P1 28.1;ALPHA;Indicateur opération effet de levier;;MEDIA;ok;0;RPAD (nvl(C_ENR.IND_OPE_EFFET_LEVIER,' '), 1)
1;;3762;1;P1_28_2;P1 28.2;ALPHA;Indicateur sponsor financier majoritaire au c;;FILLER;vazio;;RPAD (' ', 1)
1;148;3763;19;P1_29_1;P1 29.1;NUM;Montant de l'indemnité de résiliation;;MEDIA;ok;+000000000000000000;pack_utilitaire.F_FORMAT_MONTANT_BIS3(C_ENR.MNT_IDEMNITE_RES)
1;149;3782;3;P1_29_2;P1 29.2;ALPHA;Devise du montant de l'indemnité de résiliati;;MEDIA;ok;EUR;RPAD (nvl(C_ENR.CD_DEV_MNT_INDEMNITE,' '), 3)
1;;3785;190;P1_30_1;P1 30.1;ALPHA;Type de contrat cadre;;FILLER;vazio;;RPAD(' ',190)
1;;3975;6;P1_30_22;P1 30.22;ALPHA;Référence du contrat cadre;;FILLER;vazio;;RPAD(' ',6)
1;150;3981;1;P1_30_22;P1 30.22;ALPHA;Référence du contrat cadre;;MEDIA;ok;N;'N'
1;;3982;18;P1_30_23;P1 30.23;ALPHA;Indicateur accord de netting contractuel;;FILLER;vazio;;RPAD (' ', 18)
1;;4000;7;P1_30_24;P1 30.24;ALPHA;Référence du contrat de netting contractuel;;FILLER;vazio;;RPAD (' ', 7)
1;151;4007;1;P1_30_24;P1 30.24;ALPHA;Référence du contrat de netting contractuel;;MEDIA;vazio;;'N'
1;;4008;25;P1_30_25;P1 30.25;ALPHA;Indicateur accord de netting comptable;;FILLER;ok;N                        ;RPAD (' ', 25)
1;;4033;1;P1_30_26;P1 30.26;ALPHA;Référence du contrat de netting comptable;;FILLER;vazio;;RPAD (' ', 1)
1;;4034;5;P1_30_27;P1 30.27;ALPHA;Finalité de l'opération;;FILLER;vazio;;RPAD (' ', 5)
1;152;4039;40;P1_31_1;P1 31.1;ALPHA;Code entité de la succursale à l'origine de l;;BAIXA;ok; 200622VM0                               /  202878FN0                              ;RPAD(NVL(C_ENR.REF_UNIQ_CONT, ' '), 40)
1;153;4079;40;P1_31_2;P1 31.2;ALPHA;Référence unique du contrat à l'origine;;BAIXA;ok; 200622VM0                               /  202878FN0                              ;RPAD(NVL(C_ENR.REF_UNIQ_ELEM_CONT, ' '), 40)
1;154;4119;19;P1_31_3;P1 31.3;ALPHA;Référence unique de l'élément de contrat à l';;BAIXA;ok; +00000000000000000 /  +00000000000004041;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_ENG_DT_SIGN_CTRT)
1;155;4138;1;P1_31_4;P1 31.4;NUM;Montant en euros de l'engagement à la date de;;MEDIA;ok;0 / 1;RPAD(NVL(C_ENR.IND_RESPO_SOLIDAIRE, ' '), 1)
1;156;4139;1;P1_31_5;P1 31.5;ALPHA;Indicateur responsabilité solidaire;;MEDIA;ok;N;RPAD (NVL(C_ENR.IND_ISF,'2'), 1)
1;;4140;6;P1_31_6;P1 31.6;ALPHA;Indicateur dossier infrastructure éligible au;;FILLER;ok;1      / 2     ;RPAD (' ', 6)
1;;4146;1;P1_31_7;P1 31.7;ALPHA;Rang dans la hiérarchie des créanciers;;FILLER;vazio;;RPAD (' ', 1)
1;157;4147;15;P1_31_8;P1 31.8;ALPHA;Droit d'un pays tiers : reconnaissance de la ;;BAIXA;ok; 14100          /  24140         ;RPAD(NVL(C_ENR.CD_COMMUNE_BIEN_FINAN, ' '),15,' ')
1;158;4162;2;P1_31_9;P1 31.9;ALPHA;Lieu d'investissement du bien principal finan;;BAIXA;ok; F;RPAD(NVL(C_ENR.CD_PAYS_BIEN_FINAN, ' '),2,' ')
1;;4164;1;P1_31_10;P1 31.10;ALPHA;Lieu d'investissement du bien principal finan;;FILLER;ok;R;RPAD (' ', 1)
1;;4165;1;P1_31_11;P1 31.11;ALPHA;Indicateur permis de construire à l'octroi;;FILLER;vazio;;RPAD (' ', 1)
1;;4166;1;P1_31_12;P1 31.12;ALPHA;Etat du bien financé à l'octroi;;FILLER;vazio;;RPAD (' ', 1)
1;;4167;15;P1_31_13;P1 31.13;ALPHA;Catégorie énergétique du bien immobilier à l';;FILLER;vazio;;RPAD (' ', 15)
1;;4182;19;P1_31_14;P1 31.14;NUM;Taux de réservation du programme immobilier;;FILLER;vazio;;RPAD (' ', 19)
1;;4201;3;P1_31_15;P1 31.15;NUM;Montant de l'apport à l'octroi;;FILLER;vazio;;RPAD (' ', 3)
1;159;4204;1;P1_31_16;P1 31.16;ALPHA;Devise du montant de l'apport à l'octroi;P1 31.17;BAIXA;vazio;;RPAD ('+', 1)
1;160;4205;5;P1_31_17;P1 31.17;NUM;Durée initiale du prêt;P1 31.17;ALTA;ok;+0001 / +0002;case when C_ENR.CD_TYPE_RISQUE like 'TRE%' then LPAD(nvl(CEIL((C_ENR.D
1;161;4210;1;P1_31_17;P1 31.17;NUM;Durée initiale du prêt;P1 31.18;BAIXA;ok;0 / 1;RPAD ('+', 1)
1;162;4211;5;P1_31_18;P1 31.18;NUM;Durée totale du prêt à date;P1 31.18;ALTA;ok;+0001 / +0002;case when C_ENR.CD_TYPE_RISQUE like 'TRE%' then LPAD(nvl(CEIL((C_ENR.D
1;;4216;6;P1_31_18;P1 31.18;NUM;Durée totale du prêt à date;;FILLER;ok;0      / 1     ;RPAD (' ', 6)
1;;4222;1;P1_31_19;P1 31.19;NUM;Durée de la période d'anticipation à date d'a;;FILLER;vazio;;RPAD (' ', 1)
1;163;4223;2;P1_31_20;P1 31.20;ALPHA;Méthode de valorisation du bien;;BAIXA;ok; 0;RPAD(NVL(C_ENR.CDTYPEGARPRINCOCTROI,' '), 2)
1;164;4225;2;P1_31_21;P1 31.21;ALPHA;Type de sécurisation à l'octroi;P1 31.22;ALTA;ok;10 / 20;CASE WHEN C_ENR.CD_TYPE_RISQUE = 'TRE502' THEN '01' WHEN C_ENR.CD_TYPE
1;;4227;19;P1_31_22;P1 31.22;ALPHA;Type de sécurisation à date;;FILLER;ok;1                   / 2                  ;RPAD (' ', 19)
1;;4246;3;P1_31_23;P1 31.23;NUM;Montant des fonds remis à date;;FILLER;vazio;;RPAD (' ', 3)
1;;4249;15;P1_31_24;P1 31.24;ALPHA;Devise du montant des fonds remis à date;;FILLER;vazio;;RPAD (' ', 15)
1;;4264;15;P1_31_25;P1 31.25;NUM;Interest Coverage Ratio (ICR) à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
1;;4279;15;P1_31_26;P1 31.26;NUM;Loan-to-rent ratio (LTR) à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
1;;4294;15;P1_31_27;P1 31.27;NUM;LSTI à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
1;;4309;15;P1_31_28;P1 31.28;NUM;DSTI à l'octroi;;FILLER;vazio;;RPAD (' ', 15)
1;165;4324;1;P1_31_29;P1 31.29;NUM;Taux de marge du crédit brut à l'octroi;;MEDIA;vazio;;RPAD(NVL(C_ENR.IND_GAR_SANS_LIMITE,' '),1)
1;;4325;1;P1_31_37;P1 31.37;ALPHA;Indicateur garantie sans limite;;FILLER;vazio;;RPAD(' ',1)
1;166;4326;19;P1_31_38;P1 31.38;ALPHA;Etendue de la garantie donnée;;BAIXA;ok; +00000000000000000 /  +00000000000022017;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_SUBV_HT),19)
1;167;4345;3;P1_29_3;P1 29.3;NUM;Montant des subventions;P1 29.4;ALTA;incoerente;0EU / 1EU;RPAD ('EUR', 3)
1;;4348;22;P1_29_4;P1 29.4;ALPHA;Devise du montant des subventions;;FILLER;ok;R                     ;RPAD (' ', 22)
1;;4370;19;P1_29_6;P1 29.6;ALPHA;Devise du montant de l'avance preneur en créd;;FILLER;vazio;;RPAD (' ', 19)
1;;4389;3;P1_21_20;P1 21.20;NUM;Montant des passages en pertes cumulées;;FILLER;vazio;;RPAD (' ', 3)
1;;4392;28;P1_21_21;P1 21.21;ALPHA;Devise du montant des passages en pertes cumu;;FILLER;vazio;;RPAD (' ', 28)
1;;4420;7;P1_31_36;P1 31.36;ALPHA;Indicateur prise ferme sur les titres;;FILLER;vazio;;RPAD (' ', 7)
1;;4427;2;P1_16_24;P1 16.24;ALPHA;Méthode de titrisation;;FILLER;vazio;;RPAD (' ', 2)
1;;4429;2;P1_16_25;P1 16.25;ALPHA;Echelon qualité de crédit de la tranche à dat;;FILLER;vazio;;RPAD (' ', 2)
1;;4431;2;P1_16_26;P1 16.26;ALPHA;Type de cotation échelon de qualité de crédit;;FILLER;vazio;;RPAD (' ', 2)
1;;4433;2;P1_16_27;P1 16.27;ALPHA;Echelon qualité de crédit de la tranche à dat;;FILLER;vazio;;RPAD (' ', 2)
1;;4435;19;P1_16_28;P1 16.28;ALPHA;Type de cotation échelon de qualité de crédit;;FILLER;vazio;;RPAD (' ', 19)
1;;4454;3;P1_16_29;P1 16.29;NUM;Montant escompte d'achats non remboursables;;FILLER;vazio;;RPAD (' ', 3)
1;;4457;19;P1_16_30;P1 16.30;ALPHA;Devise du montant escompte d'achats non rembo;;FILLER;vazio;;RPAD (' ', 19)
1;;4476;3;P1_16_31;P1 16.31;NUM;Montant de l'ajustement spécifique du risque ;;FILLER;vazio;;RPAD (' ', 3)
1;;4479;19;P1_16_32;P1 16.32;ALPHA;Devise du montant de l'ajustement spécifique ;;FILLER;vazio;;RPAD (' ', 19)
1;;4498;3;P1_16_33;P1 16.33;NUM;Valeur exposée au risque des positions déduit;;FILLER;vazio;;RPAD (' ', 3)
1;;4501;19;P1_16_34;P1 16.34;ALPHA;Devise de la valeur exposée au risque des pos;;FILLER;vazio;;RPAD (' ', 19)
1;;4520;3;P1_16_35;P1 16.35;NUM;Montant de l'ajustement des risques pondérés ;;FILLER;vazio;;RPAD (' ', 3)
1;;4523;19;P1_16_36;P1 16.36;ALPHA;Devise du montant de l'ajustement des risques;;FILLER;vazio;;RPAD (' ', 19)
1;;4542;3;P1_16_37;P1 16.37;NUM;Montant de RWA supplémentaire pour non-confor;;FILLER;vazio;;RPAD (' ', 3)
1;;4545;19;P1_16_38;P1 16.38;ALPHA;Devise du montant de RWA supplémentaire pour ;;FILLER;vazio;;RPAD (' ', 19)
1;;4564;3;P1_16_39;P1 16.39;NUM;Montant du gain RWA obtenu par le CAP sur la ;;FILLER;vazio;;RPAD (' ', 3)
1;;4567;19;P1_16_40;P1 16.40;ALPHA;Devise du montant du gain RWA obtenu par le C;;FILLER;vazio;;RPAD (' ', 19)
1;;4586;3;P1_16_41;P1 16.41;NUM;Montant du gain RWA obtenu par le CAP sur les;;FILLER;vazio;;RPAD (' ', 3)
1;;4589;2;P1_16_42;P1 16.42;ALPHA;Devise du montant du gain RWA obtenu par le C;;FILLER;vazio;;RPAD (' ', 2)
1;;4591;2;P1_28_3;P1 28.3;ALPHA;Nature du financement;;FILLER;vazio;;RPAD (' ', 2)
1;;4593;2;P1_28_4;P1 28.4;ALPHA;Type d'origination opération à effet de levie;;FILLER;vazio;;RPAD (' ', 2)
1;;4595;20;P1_28_5;P1 28.5;ALPHA;Type clause contrat covenant;;FILLER;vazio;;RPAD (' ', 20)
1;;4615;10;P1_28_6;P1 28.6;ALPHA;Identifiant local du tiers sponsor financier;;FILLER;vazio;;RPAD (' ', 10)
1;;4625;15;P1_28_7;P1 28.7;ALPHA;Identifiant central du tiers sponsor financie;;FILLER;vazio;;RPAD (' ', 15)
1;;4640;19;P1_28_8;P1 28.8;NUM;Ratio de levier de l'opération à l'originatio;;FILLER;vazio;;RPAD (' ', 19)
1;;4659;3;P1_28_9;P1 28.9;NUM;Montant de la part de la prise ferme du monta;;FILLER;vazio;;RPAD (' ', 3)
1;;4662;19;P1_28_10;P1 28.10;ALPHA;Devise du montant de la part de la prise ferm;;FILLER;vazio;;RPAD (' ', 19)
1;;4681;3;P1_28_11;P1 28.11;NUM;Montant de la part à syndiquer du montant du ;;FILLER;vazio;;RPAD (' ', 3)
1;;4684;19;P1_28_12;P1 28.12;ALPHA;Devise du montant de la part à syndiquer du m;;FILLER;vazio;;RPAD (' ', 19)
1;;4703;3;P1_28_13;P1 28.13;NUM;Montant de la part à syndiquer non cédé;;FILLER;vazio;;RPAD (' ', 3)
1;168;4706;3;P1_28_14;P1 28.14;ALPHA;Devise du montant de la part à syndiquer non ;;BAIXA;ok; EU;'EUR'
1;169;4709;12;P1_50_1;P1 50.1;ALPHA;Devise de liasse de l'entité;;BAIXA;ok;RA5171100    / RA5231100   ;RPAD(NVL(C_ENR.PCEC_MNT_RISQUE, ' '), 12)
1;170;4721;19;P1_50_2;P1 50.2;ALPHA;PCCO - Montant du principal 1;;BAIXA;ok; +00000000000000000 /  +00000000000000150;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_RISQUE),19)
1;;4740;12;P1_50_3;P1 50.3;NUM;Montant du principal 1;;FILLER;ok;0            / 1           ;RPAD(' ',12)
1;;4752;19;P1_50_4;P1 50.4;ALPHA;PCCO - Montant du principal 2;;FILLER;vazio;;RPAD(' ',19)
1;171;4771;12;P1_50_5;P1 50.5;NUM;Montant du principal 2;;BAIXA;incoerente; A5177100    /  A5237100   ;RPAD(NVL(C_ENR.PCEC_ICNE, ' '), 12)
1;172;4783;19;P1_50_8;P1 50.8;ALPHA;PCCO - Montant des Dettes et créances rattach;;BAIXA;ok; +00000000000000000 /  +00000000000000085;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_ICNE),19)
1;;4802;12;P1_50_9;P1 50.9;NUM;Montant des Dettes et créances rattachées;;FILLER;ok;0            / 1           ;RPAD(' ',12)
1;;4814;19;P1_50_14;P1 50.14;ALPHA;PCCO - Montant Marge initiale - Fonds de défa;;FILLER;vazio;;RPAD(' ',19)
1;;4833;12;P1_50_15;P1 50.15;NUM;Montant Marge initiale - Fonds de défaut;;FILLER;vazio;;RPAD(' ',12)
1;;4845;19;P1_50_16;P1 50.16;ALPHA;PCCO - Montant Marge variable;;FILLER;vazio;;RPAD(' ',19)
1;;4864;12;P1_50_17;P1 50.17;NUM;Montant Marge variable;;FILLER;vazio;;RPAD(' ',12)
1;;4876;19;P1_50_18;P1 50.18;ALPHA;PCCO - Montant Impacts JV;;FILLER;vazio;;RPAD(' ',19)
1;173;4895;2;P1_50_19;P1 50.19;NUM;Montant Impacts JV;P1 21.22;ALTA;vazio;;RPAD(NVL(C_ENR.MOTIF_MRTR,' '),2)
1;174;4897;8;P1_21_22;P1 21.22;ALPHA;Motif du moratoire;P1 21.23;ALTA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.DT_DEBUT_MRTR, 'YYYYMMDD'), ' '),8)
1;175;4905;6;P1_21_23;P1 21.23;DATE;Date de début du moratoire;P1 21.29;ALTA;vazio;;case when C_ENR.DUREE_MRTR is not null then '+'||LPAD(C_ENR.DUREE_MRTR
1;176;4911;2;P1_21_29;P1 21.29;NUM;Durée du moratoire;P1 21.25;ALTA;vazio;;RPAD(NVL(C_ENR.STATUT_MRTR,' '),2)
1;177;4913;1;P1_21_25;P1 21.25;ALPHA;Statut du moratoire;P1 21.26;BAIXA;vazio;;RPAD(NVL(C_ENR.IND_MRTR_LEGISLATIF,' '),1)
1;178;4914;1;P1_21_26;P1 21.26;ALPHA;Indicateur de moratoire législatif;P1 21.27;BAIXA;vazio;;RPAD(NVL(C_ENR.IND_MRTR_CONTRACTUEL,' '),1)
1;179;4915;2;P1_21_27;P1 21.27;ALPHA;Indicateur de moratoire contractuel;P1 21.28;ALTA;vazio;;RPAD(NVL(C_ENR.CHAMP_APPL_MRTR,' '),2)
1;180;4917;19;P1_21_28;P1 21.28;ALPHA;Champ d'application du moratoire;P1 21.30;ALTA;vazio;;case when C_ENR.MNT_MRTR is not null then RPAD(pack_utilitaire.f_forma
1;181;4936;3;P1_21_30;P1 21.30;NUM;Montant des échéances reportées;P1 21.31;ALTA;vazio;;case when C_ENR.MNT_MRTR is not null then RPAD(NVL(C_ENR.DEV_MRTR,' ')
1;;4939;15;P1_21_31;P1 21.31;ALPHA;Devise du montant des échéances reportées;P1 21.32;FILLER;vazio;;RPAD(' ',15)
1;;4954;3;P1_21_32;P1 21.32;ALPHA;Méthode de convention des taux sans risque (R;P1 21.33;FILLER;vazio;;RPAD(' ',3)
1;;4957;12;P1_21_33;P1 21.33;ALPHA;Durée de convention des taux sans risque (RFR;P1 15;FILLER;vazio;;RPAD(' ',12)
1;;4969;12;P1_15;P1 15;ALPHA;Numéro de compte local (PCI) de l'encours;P1 16;FILLER;vazio;;RPAD(' ',12)
1;;4981;12;P1_16;P1 16;ALPHA;Numéro de compte PCCA de l'encours en norme I;P1 14;FILLER;vazio;;RPAD(' ',12)
1;;4993;12;P1_14;P1 14;ALPHA;Numéro de compte PCCA de l'encours en NF;P1 50.20;FILLER;vazio;;RPAD(' ',12)
1;;5005;19;P1_50_20;P1 50.20;ALPHA;PCCO - Montant du principal 3;P1 50.21;FILLER;vazio;;RPAD(' ',19)
1;;5024;1;P1_50_21;P1 50.21;NUM;Montant du principal 3;P1 21.34;FILLER;vazio;;RPAD(' ',1)
1;;5025;1;P1_21_34;P1 21.34;ALPHA;Indicateur de créance titrisable;P1 21.35;FILLER;vazio;;RPAD(' ',1)
1;;5026;19;P1_21_35;P1 21.35;ALPHA;Indicateur de créance pour émission de covere;P1 21.36;FILLER;vazio;;RPAD(' ',19)
